address	original_name	display_name	name_source	class	bucket	route_source	path	src_chunk
800c5bc4	FUN_800c5bc4	FUN_800c5bc4	generated		game-unsorted	symbol-or-address	game/unsorted/800c5bc4_FUN_800c5bc4.c	chunk_0020.c
800c5c18	FUN_800c5c18	force-setup_candidate_800c5c18	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c5c18_force-setup_candidate_800c5c18.c	chunk_0020.c
800c5d18	FUN_800c5d18	knockback-targeting_candidate_800c5d18	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c5d18_knockback-targeting_candidate_800c5d18.c	chunk_0020.c
800c5dec	FUN_800c5dec	FUN_800c5dec	generated		game-unsorted	symbol-or-address	game/unsorted/800c5dec_FUN_800c5dec.c	chunk_0020.c
800c5e0c	FUN_800c5e0c	movement-physics_candidate_800c5e0c	evidence-index		movement-physics	evidence-topic	game/physics/movement/800c5e0c_movement-physics_candidate_800c5e0c.c	chunk_0020.c
800c5e84	zz_00c5e84_	zz_00c5e84_	generated		game-unsorted	symbol-or-address	game/unsorted/800c5e84_zz_00c5e84.c	chunk_0020.c
800c5f64	FUN_800c5f64	FUN_800c5f64	generated		game-unsorted	symbol-or-address	game/unsorted/800c5f64_FUN_800c5f64.c	chunk_0020.c
800c5fb8	FUN_800c5fb8	force-setup_candidate_800c5fb8	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c5fb8_force-setup_candidate_800c5fb8.c	chunk_0020.c
800c60dc	zz_00c60dc_	zz_00c60dc_	generated		game-unsorted	symbol-or-address	game/unsorted/800c60dc_zz_00c60dc.c	chunk_0020.c
800c6158	FUN_800c6158	FUN_800c6158	generated		game-unsorted	symbol-or-address	game/unsorted/800c6158_FUN_800c6158.c	chunk_0020.c
800c6178	FUN_800c6178	knockback-targeting_candidate_800c6178	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c6178_knockback-targeting_candidate_800c6178.c	chunk_0020.c
800c627c	zz_00c627c_	zz_00c627c_	generated		game-unsorted	symbol-or-address	game/unsorted/800c627c_zz_00c627c.c	chunk_0020.c
800c6394	FUN_800c6394	FUN_800c6394	generated		game-unsorted	symbol-or-address	game/unsorted/800c6394_FUN_800c6394.c	chunk_0020.c
800c63e8	FUN_800c63e8	knockback-targeting_candidate_800c63e8	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c63e8_knockback-targeting_candidate_800c63e8.c	chunk_0020.c
800c6544	zz_00c6544_	knockback-targeting_candidate_800c6544	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c6544_knockback-targeting_candidate_800c6544.c	chunk_0020.c
800c6704	FUN_800c6704	FUN_800c6704	generated		game-unsorted	symbol-or-address	game/unsorted/800c6704_FUN_800c6704.c	chunk_0020.c
800c6724	FUN_800c6724	movement-physics_candidate_800c6724	evidence-index		movement-physics	evidence-topic	game/physics/movement/800c6724_movement-physics_candidate_800c6724.c	chunk_0020.c
800c67bc	zz_00c67bc_	knockback-targeting_candidate_800c67bc	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c67bc_knockback-targeting_candidate_800c67bc.c	chunk_0020.c
800c6a94	FUN_800c6a94	knockback-targeting_candidate_800c6a94	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c6a94_knockback-targeting_candidate_800c6a94.c	chunk_0020.c
800c6c84	FUN_800c6c84	FUN_800c6c84	generated		game-unsorted	symbol-or-address	game/unsorted/800c6c84_FUN_800c6c84.c	chunk_0020.c
800c6d1c	FUN_800c6d1c	knockback-targeting_candidate_800c6d1c	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c6d1c_knockback-targeting_candidate_800c6d1c.c	chunk_0020.c
800c6e8c	zz_00c6e8c_	knockback-targeting_candidate_800c6e8c	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c6e8c_knockback-targeting_candidate_800c6e8c.c	chunk_0020.c
800c7034	zz_00c7034_	zz_00c7034_	generated		game-unsorted	symbol-or-address	game/unsorted/800c7034_zz_00c7034.c	chunk_0020.c
800c7100	FUN_800c7100	FUN_800c7100	generated		game-unsorted	symbol-or-address	game/unsorted/800c7100_FUN_800c7100.c	chunk_0020.c
800c713c	FUN_800c713c	FUN_800c713c	generated		game-unsorted	symbol-or-address	game/unsorted/800c713c_FUN_800c713c.c	chunk_0020.c
800c715c	FUN_800c715c	knockback-targeting_candidate_800c715c	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c715c_knockback-targeting_candidate_800c715c.c	chunk_0020.c
800c71c0	zz_00c71c0_	zz_00c71c0_	generated		game-unsorted	symbol-or-address	game/unsorted/800c71c0_zz_00c71c0.c	chunk_0020.c
800c72c0	FUN_800c72c0	FUN_800c72c0	generated		game-unsorted	symbol-or-address	game/unsorted/800c72c0_FUN_800c72c0.c	chunk_0020.c
800c72fc	FUN_800c72fc	FUN_800c72fc	generated		game-unsorted	symbol-or-address	game/unsorted/800c72fc_FUN_800c72fc.c	chunk_0020.c
800c7350	FUN_800c7350	knockback-targeting_candidate_800c7350	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c7350_knockback-targeting_candidate_800c7350.c	chunk_0020.c
800c74cc	FUN_800c74cc	FUN_800c74cc	generated		game-unsorted	symbol-or-address	game/unsorted/800c74cc_FUN_800c74cc.c	chunk_0020.c
800c74ec	zz_00c74ec_	challenge-menu-flow_candidate_800c74ec	evidence-index		challenge-menu-flow	evidence-topic	game/modes/challenge/800c74ec_challenge-menu-flow_candidate_800c74ec.c	chunk_0020.c
800c7664	FUN_800c7664	FUN_800c7664	generated		game-unsorted	symbol-or-address	game/unsorted/800c7664_FUN_800c7664.c	chunk_0020.c
800c76a0	FUN_800c76a0	force-setup_candidate_800c76a0	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c76a0_force-setup_candidate_800c76a0.c	chunk_0020.c
800c77ec	FUN_800c77ec	knockback-targeting_candidate_800c77ec	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c77ec_knockback-targeting_candidate_800c77ec.c	chunk_0020.c
800c790c	FUN_800c790c	FUN_800c790c	generated		game-unsorted	symbol-or-address	game/unsorted/800c790c_FUN_800c790c.c	chunk_0020.c
800c7954	FUN_800c7954	movement-physics_candidate_800c7954	evidence-index		movement-physics	evidence-topic	game/physics/movement/800c7954_movement-physics_candidate_800c7954.c	chunk_0020.c
800c79f8	FUN_800c79f8	knockback-targeting_candidate_800c79f8	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c79f8_knockback-targeting_candidate_800c79f8.c	chunk_0020.c
800c7d80	FUN_800c7d80	FUN_800c7d80	generated		game-unsorted	symbol-or-address	game/unsorted/800c7d80_FUN_800c7d80.c	chunk_0020.c
800c7de4	FUN_800c7de4	FUN_800c7de4	generated		game-unsorted	symbol-or-address	game/unsorted/800c7de4_FUN_800c7de4.c	chunk_0020.c
800c7e24	FUN_800c7e24	FUN_800c7e24	generated		game-unsorted	symbol-or-address	game/unsorted/800c7e24_FUN_800c7e24.c	chunk_0020.c
800c7e70	FUN_800c7e70	FUN_800c7e70	generated		game-unsorted	symbol-or-address	game/unsorted/800c7e70_FUN_800c7e70.c	chunk_0020.c
800c7ebc	FUN_800c7ebc	FUN_800c7ebc	generated		game-unsorted	symbol-or-address	game/unsorted/800c7ebc_FUN_800c7ebc.c	chunk_0020.c
800c7f38	FUN_800c7f38	FUN_800c7f38	generated		game-unsorted	symbol-or-address	game/unsorted/800c7f38_FUN_800c7f38.c	chunk_0020.c
800c7fac	FUN_800c7fac	FUN_800c7fac	generated		game-unsorted	symbol-or-address	game/unsorted/800c7fac_FUN_800c7fac.c	chunk_0020.c
800c7fe8	FUN_800c7fe8	FUN_800c7fe8	generated		game-unsorted	symbol-or-address	game/unsorted/800c7fe8_FUN_800c7fe8.c	chunk_0020.c
800c805c	FUN_800c805c	FUN_800c805c	generated		game-unsorted	symbol-or-address	game/unsorted/800c805c_FUN_800c805c.c	chunk_0020.c
800c8084	FUN_800c8084	FUN_800c8084	generated		game-unsorted	symbol-or-address	game/unsorted/800c8084_FUN_800c8084.c	chunk_0020.c
800c80ac	FUN_800c80ac	FUN_800c80ac	generated		game-unsorted	symbol-or-address	game/unsorted/800c80ac_FUN_800c80ac.c	chunk_0020.c
800c80d4	FUN_800c80d4	FUN_800c80d4	generated		game-unsorted	symbol-or-address	game/unsorted/800c80d4_FUN_800c80d4.c	chunk_0020.c
800c8124	FUN_800c8124	force-setup_candidate_800c8124	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c8124_force-setup_candidate_800c8124.c	chunk_0020.c
800c81e0	FUN_800c81e0	movement-physics_candidate_800c81e0	evidence-index		movement-physics	evidence-topic	game/physics/movement/800c81e0_movement-physics_candidate_800c81e0.c	chunk_0020.c
800c82d4	FUN_800c82d4	force-setup_candidate_800c82d4	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c82d4_force-setup_candidate_800c82d4.c	chunk_0020.c
800c8388	FUN_800c8388	force-setup_candidate_800c8388	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c8388_force-setup_candidate_800c8388.c	chunk_0020.c
800c8404	FUN_800c8404	force-setup_candidate_800c8404	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c8404_force-setup_candidate_800c8404.c	chunk_0020.c
800c848c	FUN_800c848c	force-setup_candidate_800c848c	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c848c_force-setup_candidate_800c848c.c	chunk_0020.c
800c84fc	FUN_800c84fc	FUN_800c84fc	generated		game-unsorted	symbol-or-address	game/unsorted/800c84fc_FUN_800c84fc.c	chunk_0020.c
800c8538	FUN_800c8538	FUN_800c8538	generated		game-unsorted	symbol-or-address	game/unsorted/800c8538_FUN_800c8538.c	chunk_0020.c
800c865c	FUN_800c865c	FUN_800c865c	generated		game-unsorted	symbol-or-address	game/unsorted/800c865c_FUN_800c865c.c	chunk_0020.c
800c86e4	FUN_800c86e4	FUN_800c86e4	generated		game-unsorted	symbol-or-address	game/unsorted/800c86e4_FUN_800c86e4.c	chunk_0020.c
800c8720	FUN_800c8720	FUN_800c8720	generated		game-unsorted	symbol-or-address	game/unsorted/800c8720_FUN_800c8720.c	chunk_0020.c
800c875c	FUN_800c875c	FUN_800c875c	generated		game-unsorted	symbol-or-address	game/unsorted/800c875c_FUN_800c875c.c	chunk_0020.c
800c87e4	FUN_800c87e4	force-setup_candidate_800c87e4	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c87e4_force-setup_candidate_800c87e4.c	chunk_0020.c
800c88cc	FUN_800c88cc	FUN_800c88cc	generated		game-unsorted	symbol-or-address	game/unsorted/800c88cc_FUN_800c88cc.c	chunk_0020.c
800c8930	FUN_800c8930	force-setup_candidate_800c8930	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c8930_force-setup_candidate_800c8930.c	chunk_0020.c
800c8ac4	FUN_800c8ac4	FUN_800c8ac4	generated		game-unsorted	symbol-or-address	game/unsorted/800c8ac4_FUN_800c8ac4.c	chunk_0020.c
800c8b14	FUN_800c8b14	force-setup_candidate_800c8b14	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c8b14_force-setup_candidate_800c8b14.c	chunk_0020.c
800c8c30	FUN_800c8c30	knockback-targeting_candidate_800c8c30	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c8c30_knockback-targeting_candidate_800c8c30.c	chunk_0020.c
800c8cec	FUN_800c8cec	knockback-targeting_candidate_800c8cec	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c8cec_knockback-targeting_candidate_800c8cec.c	chunk_0020.c
800c8dd0	FUN_800c8dd0	force-setup_candidate_800c8dd0	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c8dd0_force-setup_candidate_800c8dd0.c	chunk_0020.c
800c8e94	FUN_800c8e94	FUN_800c8e94	generated		game-unsorted	symbol-or-address	game/unsorted/800c8e94_FUN_800c8e94.c	chunk_0020.c
800c8ed0	FUN_800c8ed0	FUN_800c8ed0	generated		game-unsorted	symbol-or-address	game/unsorted/800c8ed0_FUN_800c8ed0.c	chunk_0020.c
800c8f0c	FUN_800c8f0c	force-setup_candidate_800c8f0c	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c8f0c_force-setup_candidate_800c8f0c.c	chunk_0020.c
800c9000	FUN_800c9000	force-setup_candidate_800c9000	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c9000_force-setup_candidate_800c9000.c	chunk_0020.c
800c9164	FUN_800c9164	FUN_800c9164	generated		game-unsorted	symbol-or-address	game/unsorted/800c9164_FUN_800c9164.c	chunk_0020.c
800c92b8	FUN_800c92b8	FUN_800c92b8	generated		game-unsorted	symbol-or-address	game/unsorted/800c92b8_FUN_800c92b8.c	chunk_0020.c
800c93a0	FUN_800c93a0	FUN_800c93a0	generated		game-unsorted	symbol-or-address	game/unsorted/800c93a0_FUN_800c93a0.c	chunk_0021.c
800c93fc	FUN_800c93fc	FUN_800c93fc	generated		game-unsorted	symbol-or-address	game/unsorted/800c93fc_FUN_800c93fc.c	chunk_0021.c
800c94d4	FUN_800c94d4	FUN_800c94d4	generated		game-unsorted	symbol-or-address	game/unsorted/800c94d4_FUN_800c94d4.c	chunk_0021.c
800c9510	FUN_800c9510	FUN_800c9510	generated		game-unsorted	symbol-or-address	game/unsorted/800c9510_FUN_800c9510.c	chunk_0021.c
800c9590	FUN_800c9590	FUN_800c9590	generated		game-unsorted	symbol-or-address	game/unsorted/800c9590_FUN_800c9590.c	chunk_0021.c
800c95d8	FUN_800c95d8	knockback-targeting_candidate_800c95d8	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c95d8_knockback-targeting_candidate_800c95d8.c	chunk_0021.c
800c96c0	FUN_800c96c0	knockback-targeting_candidate_800c96c0	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c96c0_knockback-targeting_candidate_800c96c0.c	chunk_0021.c
800c97bc	FUN_800c97bc	knockback-targeting_candidate_800c97bc	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800c97bc_knockback-targeting_candidate_800c97bc.c	chunk_0021.c
800c997c	FUN_800c997c	FUN_800c997c	generated		game-unsorted	symbol-or-address	game/unsorted/800c997c_FUN_800c997c.c	chunk_0021.c
800c99b8	FUN_800c99b8	FUN_800c99b8	generated		game-unsorted	symbol-or-address	game/unsorted/800c99b8_FUN_800c99b8.c	chunk_0021.c
800c9a70	FUN_800c9a70	FUN_800c9a70	generated		game-unsorted	symbol-or-address	game/unsorted/800c9a70_FUN_800c9a70.c	chunk_0021.c
800c9b4c	FUN_800c9b4c	FUN_800c9b4c	generated		game-unsorted	symbol-or-address	game/unsorted/800c9b4c_FUN_800c9b4c.c	chunk_0021.c
800c9d44	FUN_800c9d44	FUN_800c9d44	generated		game-unsorted	symbol-or-address	game/unsorted/800c9d44_FUN_800c9d44.c	chunk_0021.c
800c9d8c	FUN_800c9d8c	force-setup_candidate_800c9d8c	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c9d8c_force-setup_candidate_800c9d8c.c	chunk_0021.c
800c9e44	FUN_800c9e44	force-setup_candidate_800c9e44	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800c9e44_force-setup_candidate_800c9e44.c	chunk_0021.c
800c9f40	FUN_800c9f40	FUN_800c9f40	generated		game-unsorted	symbol-or-address	game/unsorted/800c9f40_FUN_800c9f40.c	chunk_0021.c
800ca034	FUN_800ca034	FUN_800ca034	generated		game-unsorted	symbol-or-address	game/unsorted/800ca034_FUN_800ca034.c	chunk_0021.c
800ca070	FUN_800ca070	FUN_800ca070	generated		game-unsorted	symbol-or-address	game/unsorted/800ca070_FUN_800ca070.c	chunk_0021.c
800ca0cc	FUN_800ca0cc	force-setup_candidate_800ca0cc	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800ca0cc_force-setup_candidate_800ca0cc.c	chunk_0021.c
800ca218	FUN_800ca218	knockback-targeting_candidate_800ca218	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800ca218_knockback-targeting_candidate_800ca218.c	chunk_0021.c
800ca2e0	FUN_800ca2e0	force-setup_candidate_800ca2e0	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800ca2e0_force-setup_candidate_800ca2e0.c	chunk_0021.c
800ca3f0	FUN_800ca3f0	force-setup_candidate_800ca3f0	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800ca3f0_force-setup_candidate_800ca3f0.c	chunk_0021.c
800ca5dc	FUN_800ca5dc	FUN_800ca5dc	generated		game-unsorted	symbol-or-address	game/unsorted/800ca5dc_FUN_800ca5dc.c	chunk_0021.c
800ca638	FUN_800ca638	force-setup_candidate_800ca638	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800ca638_force-setup_candidate_800ca638.c	chunk_0021.c
800ca71c	FUN_800ca71c	force-setup_candidate_800ca71c	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800ca71c_force-setup_candidate_800ca71c.c	chunk_0021.c
800ca7fc	FUN_800ca7fc	force-setup_candidate_800ca7fc	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800ca7fc_force-setup_candidate_800ca7fc.c	chunk_0021.c
800ca8b4	FUN_800ca8b4	force-setup_candidate_800ca8b4	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800ca8b4_force-setup_candidate_800ca8b4.c	chunk_0021.c
800ca954	FUN_800ca954	force-setup_candidate_800ca954	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800ca954_force-setup_candidate_800ca954.c	chunk_0021.c
800caa94	FUN_800caa94	force-setup_candidate_800caa94	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800caa94_force-setup_candidate_800caa94.c	chunk_0021.c
800cabb0	FUN_800cabb0	force-setup_candidate_800cabb0	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cabb0_force-setup_candidate_800cabb0.c	chunk_0021.c
800caca0	FUN_800caca0	force-setup_candidate_800caca0	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800caca0_force-setup_candidate_800caca0.c	chunk_0021.c
800cad54	FUN_800cad54	force-setup_candidate_800cad54	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cad54_force-setup_candidate_800cad54.c	chunk_0021.c
800caddc	FUN_800caddc	FUN_800caddc	generated		game-unsorted	symbol-or-address	game/unsorted/800caddc_FUN_800caddc.c	chunk_0021.c
800cae2c	FUN_800cae2c	force-setup_candidate_800cae2c	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cae2c_force-setup_candidate_800cae2c.c	chunk_0021.c
800caf60	FUN_800caf60	knockback-targeting_candidate_800caf60	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800caf60_knockback-targeting_candidate_800caf60.c	chunk_0021.c
800cb02c	FUN_800cb02c	force-setup_candidate_800cb02c	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cb02c_force-setup_candidate_800cb02c.c	chunk_0021.c
800cb130	FUN_800cb130	force-setup_candidate_800cb130	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cb130_force-setup_candidate_800cb130.c	chunk_0021.c
800cb218	FUN_800cb218	force-setup_candidate_800cb218	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cb218_force-setup_candidate_800cb218.c	chunk_0021.c
800cb394	FUN_800cb394	FUN_800cb394	generated		game-unsorted	symbol-or-address	game/unsorted/800cb394_FUN_800cb394.c	chunk_0021.c
800cb3c8	FUN_800cb3c8	FUN_800cb3c8	generated		game-unsorted	symbol-or-address	game/unsorted/800cb3c8_FUN_800cb3c8.c	chunk_0021.c
800cb424	FUN_800cb424	FUN_800cb424	generated		game-unsorted	symbol-or-address	game/unsorted/800cb424_FUN_800cb424.c	chunk_0021.c
800cb480	FUN_800cb480	force-setup_candidate_800cb480	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cb480_force-setup_candidate_800cb480.c	chunk_0021.c
800cb5a8	FUN_800cb5a8	knockback-targeting_candidate_800cb5a8	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800cb5a8_knockback-targeting_candidate_800cb5a8.c	chunk_0021.c
800cb674	FUN_800cb674	force-setup_candidate_800cb674	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cb674_force-setup_candidate_800cb674.c	chunk_0021.c
800cb758	FUN_800cb758	force-setup_candidate_800cb758	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cb758_force-setup_candidate_800cb758.c	chunk_0021.c
800cb840	FUN_800cb840	force-setup_candidate_800cb840	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cb840_force-setup_candidate_800cb840.c	chunk_0021.c
800cb9d4	FUN_800cb9d4	FUN_800cb9d4	generated		game-unsorted	symbol-or-address	game/unsorted/800cb9d4_FUN_800cb9d4.c	chunk_0021.c
800cba10	FUN_800cba10	FUN_800cba10	generated		game-unsorted	symbol-or-address	game/unsorted/800cba10_FUN_800cba10.c	chunk_0021.c
800cba38	FUN_800cba38	movement-physics_candidate_800cba38	evidence-index		movement-physics	evidence-topic	game/physics/movement/800cba38_movement-physics_candidate_800cba38.c	chunk_0021.c
800cbb00	zz_00cbb00_	zz_00cbb00_	generated		game-unsorted	symbol-or-address	game/unsorted/800cbb00_zz_00cbb00.c	chunk_0021.c
800cbc10	FUN_800cbc10	FUN_800cbc10	generated		game-unsorted	symbol-or-address	game/unsorted/800cbc10_FUN_800cbc10.c	chunk_0021.c
800cbc64	FUN_800cbc64	force-setup_candidate_800cbc64	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cbc64_force-setup_candidate_800cbc64.c	chunk_0021.c
800cbd58	zz_00cbd58_	zz_00cbd58_	generated		game-unsorted	symbol-or-address	game/unsorted/800cbd58_zz_00cbd58.c	chunk_0021.c
800cbe00	FUN_800cbe00	FUN_800cbe00	generated		game-unsorted	symbol-or-address	game/unsorted/800cbe00_FUN_800cbe00.c	chunk_0021.c
800cbe20	FUN_800cbe20	movement-physics_candidate_800cbe20	evidence-index		movement-physics	evidence-topic	game/physics/movement/800cbe20_movement-physics_candidate_800cbe20.c	chunk_0021.c
800cbe9c	zz_00cbe9c_	zz_00cbe9c_	generated		game-unsorted	symbol-or-address	game/unsorted/800cbe9c_zz_00cbe9c.c	chunk_0021.c
800cbf90	FUN_800cbf90	FUN_800cbf90	generated		game-unsorted	symbol-or-address	game/unsorted/800cbf90_FUN_800cbf90.c	chunk_0021.c
800cbfe4	FUN_800cbfe4	force-setup_candidate_800cbfe4	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cbfe4_force-setup_candidate_800cbfe4.c	chunk_0021.c
800cc180	zz_00cc180_	damage_candidate_800cc180	evidence-index		damage	evidence-topic	game/combat/damage/800cc180_damage_candidate_800cc180.c	chunk_0021.c
800cc224	FUN_800cc224	FUN_800cc224	generated		game-unsorted	symbol-or-address	game/unsorted/800cc224_FUN_800cc224.c	chunk_0021.c
800cc250	FUN_800cc250	FUN_800cc250	generated		game-unsorted	symbol-or-address	game/unsorted/800cc250_FUN_800cc250.c	chunk_0021.c
800cc270	FUN_800cc270	knockback-targeting_candidate_800cc270	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800cc270_knockback-targeting_candidate_800cc270.c	chunk_0021.c
800cc318	FUN_800cc318	knockback-targeting_candidate_800cc318	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800cc318_knockback-targeting_candidate_800cc318.c	chunk_0021.c
800cc550	FUN_800cc550	FUN_800cc550	generated		game-unsorted	symbol-or-address	game/unsorted/800cc550_FUN_800cc550.c	chunk_0021.c
800cc630	FUN_800cc630	FUN_800cc630	generated		game-unsorted	symbol-or-address	game/unsorted/800cc630_FUN_800cc630.c	chunk_0021.c
800cc6bc	FUN_800cc6bc	FUN_800cc6bc	generated		game-unsorted	symbol-or-address	game/unsorted/800cc6bc_FUN_800cc6bc.c	chunk_0021.c
800cc6fc	FUN_800cc6fc	knockback-targeting_candidate_800cc6fc	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800cc6fc_knockback-targeting_candidate_800cc6fc.c	chunk_0021.c
800cc760	FUN_800cc760	FUN_800cc760	generated		game-unsorted	symbol-or-address	game/unsorted/800cc760_FUN_800cc760.c	chunk_0021.c
800cc798	FUN_800cc798	FUN_800cc798	generated		game-unsorted	symbol-or-address	game/unsorted/800cc798_FUN_800cc798.c	chunk_0021.c
800cc7d4	FUN_800cc7d4	FUN_800cc7d4	generated		game-unsorted	symbol-or-address	game/unsorted/800cc7d4_FUN_800cc7d4.c	chunk_0021.c
800cc854	FUN_800cc854	FUN_800cc854	generated		game-unsorted	symbol-or-address	game/unsorted/800cc854_FUN_800cc854.c	chunk_0021.c
800cc890	FUN_800cc890	knockback-targeting_candidate_800cc890	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800cc890_knockback-targeting_candidate_800cc890.c	chunk_0021.c
800cc99c	FUN_800cc99c	knockback-targeting_candidate_800cc99c	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800cc99c_knockback-targeting_candidate_800cc99c.c	chunk_0021.c
800ccab4	FUN_800ccab4	knockback-targeting_candidate_800ccab4	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800ccab4_knockback-targeting_candidate_800ccab4.c	chunk_0021.c
800ccc54	FUN_800ccc54	FUN_800ccc54	generated		game-unsorted	symbol-or-address	game/unsorted/800ccc54_FUN_800ccc54.c	chunk_0021.c
800ccc90	FUN_800ccc90	FUN_800ccc90	generated		game-unsorted	symbol-or-address	game/unsorted/800ccc90_FUN_800ccc90.c	chunk_0021.c
800cccfc	FUN_800cccfc	FUN_800cccfc	generated		game-unsorted	symbol-or-address	game/unsorted/800cccfc_FUN_800cccfc.c	chunk_0021.c
800ccdcc	FUN_800ccdcc	FUN_800ccdcc	generated		game-unsorted	symbol-or-address	game/unsorted/800ccdcc_FUN_800ccdcc.c	chunk_0021.c
800ccf78	FUN_800ccf78	FUN_800ccf78	generated		game-unsorted	symbol-or-address	game/unsorted/800ccf78_FUN_800ccf78.c	chunk_0021.c
800ccfc0	FUN_800ccfc0	force-setup_candidate_800ccfc0	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800ccfc0_force-setup_candidate_800ccfc0.c	chunk_0021.c
800cd0a0	FUN_800cd0a0	force-setup_candidate_800cd0a0	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cd0a0_force-setup_candidate_800cd0a0.c	chunk_0021.c
800cd18c	zz_00cd18c_	zz_00cd18c_	generated		game-unsorted	symbol-or-address	game/unsorted/800cd18c_zz_00cd18c.c	chunk_0021.c
800cd1a0	FUN_800cd1a0	force-setup_candidate_800cd1a0	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cd1a0_force-setup_candidate_800cd1a0.c	chunk_0021.c
800cd3ec	zz_00cd3ec_	knockback-targeting_candidate_800cd3ec	evidence-index		knockback-targeting	evidence-topic	game/combat/knockback/800cd3ec_knockback-targeting_candidate_800cd3ec.c	chunk_0021.c
800cd4cc	FUN_800cd4cc	FUN_800cd4cc	generated		game-unsorted	symbol-or-address	game/unsorted/800cd4cc_FUN_800cd4cc.c	chunk_0021.c
800cd514	FUN_800cd514	FUN_800cd514	generated		game-unsorted	symbol-or-address	game/unsorted/800cd514_FUN_800cd514.c	chunk_0021.c
800cd564	FUN_800cd564	force-setup_candidate_800cd564	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cd564_force-setup_candidate_800cd564.c	chunk_0021.c
800cd644	FUN_800cd644	force-setup_candidate_800cd644	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cd644_force-setup_candidate_800cd644.c	chunk_0021.c
800cd768	FUN_800cd768	force-setup_candidate_800cd768	evidence-index		force-setup	evidence-topic	game/battle/force-setup/800cd768_force-setup_candidate_800cd768.c	chunk_0021.c
